
# ignored species : 2

# ../ens_synthelogs.pl -d Plants -c Brassicaceae -r arabidopsis_thaliana -o  -f  -a 1 -t protein -G 75 -L 0

# supported species in NCBI taxon Brassicaceae : 4

# total selected species : 4

# re-using /homes/bcontreras/plant_tools/compara/downloads/Compara.100.protein_default.homologies.arabidopsis_thaliana.tsv.gz

# re-using /homes/bcontreras/plant_tools/compara/downloads/Arabidopsis_thaliana.TAIR10.47.gtf.gz

gene	location	arabidopsis_lyrata	brassica_rapa	brassica_oleracea	arabidopsis_thaliana
AT2G37435	2:15709808-15710912:+	fgenesh1_pg.C_scaffold_4001817,fgenesh1_pg.C_scaffold_4001818	NA	NA	AT2G37435.1
AT2G37440	2:15718044-15722152:+	fgenesh2_kg.4__1797__AT2G37440.1	Bra017187.1-P	Bo4g186930.1	AT2G37440.1
AT2G37450	2:15722480-15725062:-	NA	Bra017185.1-P	NA	AT2G37450.2
AT2G37460	2:15726338-15729170:-	NA	Bra017186.1-P,Bra005193.1-P	NA	AT2G37460.1
AT2G37480	2:15737842-15739848:+	NA	Bra005191.1-P,Bra017183.1-P	NA	AT2G37480.1
AT2G37500	2:15739783-15742838:-	fgenesh2_kg.4__1804__AT2G37500.1	NA	NA	AT2G37500.1
AT2G37510	2:15742980-15744606:-	scaffold_402395.1	NA	NA	AT2G37510.2
AT2G37520	2:15744670-15750135:-	fgenesh2_kg.4__1807__AT2G37520.1	Bra017181.1-P	NA	AT2G37520.1
AT2G37530	2:15750915-15751672:+	scaffold_402397.1	NA	NA	AT2G37530.1
AT2G37540	2:15751568-15754061:-	scaffold_402398.1	NA	NA	AT2G37540.1
AT2G37550	2:15755078-15757601:-	fgenesh2_kg.4__1810__AT2G37550.1	NA	NA	AT2G37550.1
AT2G37560	2:15758601-15761262:+	fgenesh2_kg.4__1812__AT2G37560.1	Bra005184.1-P	Bo4g030430.1	AT2G37560.1
AT2G37570	2:15761295-15763451:-	fgenesh2_kg.4__1813__AT2G37570.1	Bra005183.1-P	Bo4g030420.1	AT2G37570.1
AT2G37585	2:15765698-15767878:+	NA	Bra005182.1-P	Bo4g030410.1	AT2G37585.1
AT2G37590	2:15769086-15770805:+	NA	Bra005181.1-P,Bra017171.1-P	Bo3g031830.1,Bo4g030400.1,Bo4g187060.1	AT2G37590.1
AT2G37600	2:15774030-15775374:-	fgenesh1_pm.C_scaffold_4001521	NA	NA	AT2G37600.1
AT2G37610	2:15776849-15777673:-	fgenesh1_pg.C_scaffold_4001844	Bra017169.1-P,Bra005179.1-P	Bo4g187090.1,Bo3g031860.1,Bo4g030370.1	AT2G37610.1
AT2G37630	2:15781232-15783480:-	scaffold_402408.1	Bra000011.1-P,Bra005177.1-P	Bo4g030340.1	AT2G37630.1
AT2G37640	2:15787523-15790139:-	scaffold_402410.1	Bra005176.1-P	Bo4g030310.1	AT2G37640.1
AT2G37650	2:15792545-15795235:+	fgenesh1_pg.C_scaffold_4001848	NA	NA	AT2G37650.1
AT2G37678	2:15801418-15802793:-	NA	NA	Bo4g030280.1	AT2G37678.1
AT2G37680	2:15803243-15805673:-	fgenesh2_kg.4__1828__AT2G37680.1	Bra017162.1-P	NA	AT2G37680.2
AT2G37690	2:15805659-15810552:+	fgenesh1_pm.C_scaffold_4001534	Bra017161.1-P	NA	AT2G37690.1
AT2G37700	2:15810520-15814218:-	fgenesh1_pm.C_scaffold_4001535	NA	Bo4g030270.1	AT2G37700.3
AT2G37710	2:15814531-15817088:-	fgenesh2_kg.4__1833__AT2G37710.1	NA	Bo4g030260.1	AT2G37710.1
AT2G37720	2:15818082-15821311:+	fgenesh2_kg.4__1834__AT2G37720.1	NA	NA	AT2G37720.1
AT2G37730	2:15822098-15824538:-	scaffold_402454.1	Bra005167.1-P	Bo4g030250.1	AT2G37730.1
AT2G37740	2:15827416-15828784:-	scaffold_402455.1	Bra005165.1-P	Bo4g030230.1	AT2G37740.1
AT2G37750	2:15830870-15831592:+	fgenesh2_kg.4__1837__AT2G37750.1	Bra005164.1-P	Bo4g030220.1	AT2G37750.1
AT2G37760	2:15831656-15833921:+	scaffold_402457.1	Bra005163.1-P	Bo4g030200.1,Bo4g030210.1	AT2G37760.1
AT2G37770	2:15834766-15837001:+	fgenesh2_kg.4__1843__AT2G37770.2	Bra005161.1-P,Bra005162.1-P	Bo4g030170.1,Bo4g030190.1	AT2G37770.2
AT2G37840	2:15851726-15856334:+	fgenesh2_kg.4__1849__AT2G37840.1	NA	NA	AT2G37840.1
AT2G37860	2:15856528-15858986:+	fgenesh2_kg.4__1853__AT2G37860.3	Bra000024.1-P	Bo3g032020.1	AT2G37860.4
AT2G37870	2:15859204-15859942:+	fgenesh1_pm.C_scaffold_4001547	NA	NA	AT2G37870.1
AT2G37880	2:15860627-15861665:+	fgenesh2_kg.4__1854__AT2G37880.1	Bra000025.1-P	Bo3g032030.1	AT2G37880.1
AT2G37890	2:15861688-15864128:-	fgenesh1_pm.C_scaffold_4001549	Bra000026.1-P	Bo3g032040.1	AT2G37890.1
AT2G37900	2:15864186-15866769:-	fgenesh2_kg.4__1856__AT2G37900.1	Bra000027.1-P	Bo3g032050.1	AT2G37900.1
AT2G37920	2:15868340-15870071:-	fgenesh1_pm.C_scaffold_4001552	NA	NA	AT2G37920.1
AT2G37910	2:15868399-15869097:+	fgenesh2_kg.4__1857__AT2G37910.1	NA	NA	AT2G37910.1
AT2G37925	2:15870077-15870754:-	NA	Bra005150.1-P	Bo4g030040.1	AT2G37925.1
AT2G37930	2:15872347-15874972:+	fgenesh1_pg.C_scaffold_4001899	NA	Bo4g030030.1	AT2G37930.4
AT2G37940	2:15876717-15880103:+	fgenesh2_kg.4__1860__AT2G37940.1	Bra005148.1-P	Bo4g030020.1	AT2G37940.1
AT2G37950	2:15882295-15884013:-	fgenesh2_kg.4__1861__AT2G37950.1	Bra005147.1-P	Bo4g030010.1	AT2G37950.1
AT2G37960	2:15886548-15889258:-	scaffold_402486.1	Bra017147.1-P,Bra005146.1-P	NA	AT2G37960.1
AT2G37970	2:15890869-15891704:+	scaffold_402487.1	Bra000031.1-P,Bra017146.1-P	Bo3g032090.1	AT2G37970.1
AT2G37975	2:15891735-15893639:-	scaffold_402488.1	Bra000032.1-P	NA	AT2G37975.1
AT2G37980	2:15893800-15897805:-	fgenesh2_kg.4__1864__AT2G37980.1	Bra000033.1-P,Bra017145.1-P	Bo3g032100.1,Bo4g187320.1	AT2G37980.1
AT2G37990	2:15900635-15903218:+	fgenesh2_kg.4__1865__AT2G37990.1	Bra017144.1-P	Bo4g187330.1	AT2G37990.1
AT2G38000	2:15903125-15905391:-	fgenesh2_kg.4__1866__AT2G38000.1	NA	NA	AT2G38000.1
AT2G38010	2:15906555-15909931:+	fgenesh2_kg.4__1867__AT2G38010.2	NA	NA	AT2G38010.2
AT2G38025	2:15914958-15916807:-	fgenesh2_kg.4__1869__AT2G38025.1	NA	NA	AT2G38025.1
AT2G38050	2:15921136-15922321:-	Al_scaffold_0004_2365	NA	NA	AT2G38050.1
AT2G38060	2:15922518-15925895:-	fgenesh2_kg.4__1873__AT2G38060.1	NA	NA	AT2G38060.2
AT2G38070	2:15928591-15930817:+	fgenesh2_kg.4__1874__AT2G38070.1	Bra017140.1-P	Bo4g187370.1	AT2G38070.1
AT2G38080	2:15934244-15937616:+	fgenesh2_kg.4__1875__AT2G38080.1	Bra017139.1-P	Bo4g187380.1	AT2G38080.1
AT2G38090	2:15944583-15947096:+	fgenesh2_kg.4__1876__AT2G38090.1	Bra017138.1-P,Bra005139.1-P	Bo4g187390.1,Bo4g029810.1	AT2G38090.1
AT2G38100	2:15948418-15950994:-	fgenesh1_pm.C_scaffold_4001571	Bra005138.1-P	Bo4g029800.1	AT2G38100.3
AT2G38110	2:15952496-15955752:-	fgenesh2_kg.4__1878__AT2G38110.1	Bra005137.1-P,Bra017137.1-P	Bo4g029790.1,Bo4g187400.1	AT2G38110.1
AT2G38120	2:15972876-15977180:+	fgenesh2_kg.4__1879__AT2G38120.1	Bra005136.1-P	Bo4g029760.1	AT2G38120.1
AT2G38130	2:15978377-15980763:-	fgenesh1_pm.C_scaffold_4001574	Bra005135.1-P	Bo4g029750.1	AT2G38130.1
AT2G38140	2:15980848-15981612:+	fgenesh2_kg.4__1881__AT2G38140.1	Bra005134.1-P	NA	AT2G38140.1
AT2G38150	2:15981625-15982917:-	Al_scaffold_0004_2376	Bra005133.1-P	NA	AT2G38150.1
AT2G38152	2:15984061-15985278:-	scaffold_402515.1	Bra005132.1-P	NA	AT2G38152.1
AT2G38170	2:15989083-15993326:-	fgenesh2_kg.4__1885__AT2G38170.1	NA	NA	AT2G38170.3
AT2G38180	2:15996934-15999039:+	scaffold_402518.1	NA	Bo4g187440.1	AT2G38180.1
AT2G38185	2:15999926-16003169:+	fgenesh1_pm.C_scaffold_4001580	NA	NA	AT2G38185.4
AT2G38230	2:16011233-16012515:+	scaffold_402521.1	NA	Bo4g187460.1	AT2G38230.1
AT2G38240	2:16012535-16014991:-	fgenesh2_kg.4__1893__AT2G38240.1	Bra000045.1-P	NA	AT2G38240.1
AT2G38250	2:16018210-16020156:+	Al_scaffold_0004_2382	NA	NA	AT2G38250.1
AT2G38255	2:16022334-16024854:-	fgenesh1_pg.C_scaffold_4001933,fgenesh1_pm.C_scaffold_4001583	Bra000050.1-P	NA	AT2G38255.1
AT2G38270	2:16031185-16033169:-	scaffold_402527.1	Bra000047.1-P	NA	AT2G38270.1
AT2G38280	2:16033292-16038972:-	fgenesh2_kg.4__1897__AT2G38280.2	NA	NA	AT2G38280.2
AT2G38290	2:16039430-16042521:-	scaffold_402535.1	NA	NA	AT2G38290.1
AT2G38310	2:16049918-16051356:+	NA	NA	Bo4g187540.1	AT2G38310.1
AT2G38320	2:16055289-16058014:+	fgenesh2_kg.4__1903__AT2G38320.1	NA	NA	AT2G38320.1
AT2G38330	2:16064503-16067437:+	fgenesh2_kg.4__1904__AT2G38330.1	Bra000055.1-P	Bo3g032400.1	AT2G38330.1
AT2G38340	2:16067396-16068615:-	fgenesh2_kg.4__1905__AT2G38340.1	NA	NA	AT2G38340.1
AT2G38360	2:16069386-16070664:-	fgenesh2_kg.4__1906__AT2G38360.1	Bra000056.1-P	Bo3g032410.1	AT2G38360.1
AT2G38370	2:16071979-16074917:-	NA	Bra000057.1-P	Bo3g032420.1	AT2G38370.2
AT2G38390	2:16079679-16081671:+	fgenesh1_pm.C_scaffold_4001594	NA	NA	AT2G38390.1
AT2G38400	2:16083645-16086453:+	scaffold_402568.1	NA	NA	AT2G38400.2
AT2G38410	2:16086514-16090274:-	Al_scaffold_0004_2404	Bra005110.1-P	Bo4g027440.1	AT2G38410.1
AT2G38420	2:16091030-16092681:+	fgenesh2_kg.4__1912__AT2G38420.1	Bra005109.1-P	Bo4g027430.1	AT2G38420.1
AT2G38430	2:16092742-16095311:-	fgenesh1_pg.C_scaffold_4001968	Bra005108.1-P	Bo4g027420.1	AT2G38430.1
AT2G38440	2:16095235-16101221:+	scaffold_402579.1	Bra005107.1-P	Bo4g027410.1	AT2G38440.1
AT2G38450	2:16101926-16102998:+	fgenesh1_pg.C_scaffold_4001970	NA	NA	AT2G38450.1
AT2G38460	2:16103164-16106208:+	Al_scaffold_0004_2413	Bra005106.1-P	NA	AT2G38460.3
AT2G38465	2:16106210-16106935:-	fgenesh2_kg.4__1916__AT2G38465.1	Bra005105.1-P	NA	AT2G38465.1
AT2G38470	2:16108235-16110766:+	fgenesh2_kg.4__1917__AT2G38470.1	Bra005104.1-P	Bo4g027280.1	AT2G38470.1
AT2G38480	2:16110741-16111911:-	fgenesh1_pm.C_scaffold_4001604	NA	NA	AT2G38480.1
AT2G38490	2:16113909-16115204:-	fgenesh2_kg.4__1919__AT2G38490.1	Bra000066.1-P,Bra005103.1-P	Bo4g027270.1,Bo3g032520.1	AT2G38490.1
AT2G38500	2:16117395-16119187:-	Al_scaffold_0004_2420	Bra005102.1-P	Bo4g027260.1	AT2G38500.1
AT2G38510	2:16123985-16125535:+	scaffold_402588.1	Bra005101.1-P	Bo4g027250.1	AT2G38510.1
AT2G38530	2:16128176-16129399:+	NA	Bra005099.1-P,Bra005098.1-P	Bo4g027240.1	AT2G38530.1
AT2G38540	2:16130290-16131240:+	fgenesh2_kg.4__1923__AT2G38540.1	NA	NA	AT2G38540.1
AT2G38550	2:16131730-16134429:+	fgenesh2_kg.4__1924__AT2G38550.1	NA	Bo4g027180.1	AT2G38550.1
AT2G38560	2:16134543-16136695:+	fgenesh2_kg.4__1925__AT2G38560.1	NA	NA	AT2G38560.1
AT2G38570	2:16136689-16138886:-	fgenesh2_kg.4__1926__AT2G38570.1	NA	NA	AT2G38570.1
AT2G38580	2:16138570-16142657:+	fgenesh1_pg.C_scaffold_4001983	Bra000071.1-P	Bo3g032560.1,Bo3g032600.1	AT2G38580.1
AT2G38600	2:16145630-16147144:+	fgenesh1_pm.C_scaffold_4001614	Bra000074.1-P	NA	AT2G38600.2
AT2G38610	2:16147106-16149934:-	fgenesh2_kg.4__1930__AT2G38610.2	Bra005093.1-P,Bra000075.1-P	Bo4g027130.1,Bo3g032610.1	AT2G38610.2
AT2G38620	2:16152473-16154086:+	NA	Bra000077.1-P	Bo3g032650.1	AT2G38620.2
AT2G38630	2:16153806-16156608:-	scaffold_402599.1	NA	NA	AT2G38630.1
AT2G38640	2:16157521-16158660:-	fgenesh2_kg.4__1933__AT2G38640.1	Bra000080.1-P,Bra000079.1-P	Bo3g032670.1,Bo3g032660.1	AT2G38640.1
AT2G38650	2:16161455-16165876:-	fgenesh2_kg.4__1934__AT2G38650.1	Bra000081.1-P	Bo3g032680.1	AT2G38650.1
AT2G38660	2:16165921-16168628:+	fgenesh2_kg.4__1936__AT2G38660.3	Bra017109.1-P	Bo4g187720.1	AT2G38660.3
AT2G38670	2:16168712-16171918:+	scaffold_402604.1	Bra000084.1-P	Bo3g032710.1,Bo4g187730.1	AT2G38670.1
AT2G38680	2:16174001-16176172:-	fgenesh2_kg.4__1939__AT2G38680.1	NA	NA	AT2G38680.1
AT2G38690	2:16176631-16177754:-	Al_scaffold_0004_2440	Bra000086.1-P	NA	AT2G38690.1
AT2G38695	2:16177872-16180415:+	Al_scaffold_0004_2441	NA	NA	AT2G38695.3
AT2G38700	2:16180503-16184074:-	fgenesh2_kg.4__1941__AT2G38700.1	NA	NA	AT2G38700.1
AT2G38710	2:16184259-16187273:-	fgenesh2_kg.4__1943__AT2G38710.1	NA	Bo4g187740.1	AT2G38710.3
AT2G38720	2:16188047-16192102:+	Al_scaffold_0004_2444	NA	Bo4g187750.1	AT2G38720.1
AT2G38730	2:16192325-16194172:-	fgenesh2_kg.4__1945__AT2G38730.1	Bra017105.1-P	Bo4g187760.1	AT2G38730.1
AT2G38740	2:16194326-16196183:-	scaffold_402613.1	Bra017104.1-P	Bo4g187770.1	AT2G38740.1
AT2G38750	2:16196265-16198832:-	fgenesh2_kg.4__1947__AT2G38750.1	Bra017103.1-P	Bo4g187780.1	AT2G38750.1
AT2G38760	2:16200944-16202669:+	fgenesh1_pg.C_scaffold_4002001	Bra017102.1-P,Bra000091.1-P	Bo3g032770.1,Bo4g187790.1	AT2G38760.1
AT2G38770	2:16202942-16210428:-	fgenesh2_kg.4__1949__AT2G38770.1	NA	NA	AT2G38770.1
AT2G38780	2:16210816-16215521:+	fgenesh1_pm.C_scaffold_4001631	Bra000092.1-P	Bo3g032780.1	AT2G38780.6
AT2G38790	2:16214189-16215264:-	fgenesh2_kg.4__1951__AT2G38790.1	NA	NA	AT2G38790.1
AT2G38800	2:16216752-16219159:+	fgenesh2_kg.4__1952__AT2G38800.1	NA	NA	AT2G38800.1
AT2G38810	2:16219220-16220928:-	fgenesh2_kg.4__1954__AT2G38810.2	Bra000097.1-P	Bo3g032830.1	AT2G38810.3
AT2G38823	2:16223997-16225507:+	fgenesh2_kg.4__1957__AT2G38823.1	Bra000099.1-P	Bo3g032850.1	AT2G38823.1
AT2G38830	2:16225777-16226872:+	scaffold_402623.1	NA	NA	AT2G38830.1
AT2G38840	2:16227051-16232522:+	fgenesh2_kg.4__1959__AT2G38840.1	Bra000100.1-P	NA	AT2G38840.1
AT2G38860	2:16232859-16235367:-	fgenesh2_kg.4__1961__AT2G38860.2	NA	NA	AT2G38860.2
AT2G38870	2:16236257-16237280:-	fgenesh2_kg.4__1963__AT2G38870.1	NA	NA	AT2G38870.1
AT2G38880	2:16238401-16240883:+	scaffold_402629.1	NA	NA	AT2G38880.8
AT2G38890	2:16241077-16242917:+	fgenesh2_kg.4__1970__AT2G38890.1	Bra000103.1-P	NA	AT2G38890.3
AT2G38900	2:16243215-16244175:+	Al_scaffold_0004_2464	NA	NA	AT2G38900.2
AT2G38905	2:16244061-16244531:-	fgenesh2_kg.4__1971__AT2G38905.1	Bra000104.1-P	NA	AT2G38905.1
AT2G38910	2:16244906-16247855:-	fgenesh1_pg.C_scaffold_4002010	Bra000105.1-P	Bo3g032970.1	AT2G38910.1
AT2G38920	2:16248146-16251017:-	fgenesh1_pm.C_scaffold_4001645	Bra000106.1-P	Bo3g032980.1	AT2G38920.1
AT2G38940	2:16257157-16260253:+	fgenesh2_kg.4__1973__AT2G38940.1	NA	NA	AT2G38940.1
AT2G38950	2:16260803-16265270:+	fgenesh2_kg.4__1974__AT2G38950.1	Bra005068.1-P	Bo4g026820.1	AT2G38950.1
AT2G38960	2:16265286-16268334:+	fgenesh1_pm.C_scaffold_4001648	Bra005067.1-P	Bo4g026800.1	AT2G38960.3
AT2G38970	2:16273897-16276872:+	NA	Bra005066.1-P	Bo4g026790.1	AT2G38970.1
AT2G38995	2:16281959-16284872:+	fgenesh1_pm.C_scaffold_4001650	NA	NA	AT2G38995.2
AT2G39000	2:16286212-16288262:-	fgenesh2_kg.4__1979__AT2G39000.1	NA	NA	AT2G39000.1
AT2G39010	2:16291280-16294101:+	fgenesh2_kg.4__1980__AT2G39010.1	Bra000111.1-P	NA	AT2G39010.1
AT2G39020	2:16295140-16296495:+	fgenesh2_kg.4__1981__AT2G39020.1	Bra000112.1-P	NA	AT2G39020.1
AT2G39030	2:16298110-16299205:+	fgenesh2_kg.4__1982__AT2G39030.1	Bra000112.1-P	NA	AT2G39030.1
AT2G39040	2:16299242-16301245:-	fgenesh1_pg.C_scaffold_4002022	Bra000113.1-P	NA	AT2G39040.1
AT2G39050	2:16303295-16305633:+	Al_scaffold_0004_2480	Bra000115.1-P	NA	AT2G39050.1
AT2G39060	2:16306491-16308362:-	fgenesh1_pm.C_scaffold_4001657	Bra000116.1-P	NA	AT2G39060.1
AT2G39080	2:16309798-16312622:-	scaffold_402651.1	NA	NA	AT2G39080.1
AT2G39090	2:16312657-16317390:-	fgenesh2_kg.4__1988__AT2G39090.1	NA	NA	AT2G39090.1
AT2G39100	2:16317356-16319387:+	scaffold_402653.1	NA	NA	AT2G39100.1
AT2G39110	2:16319447-16321685:+	fgenesh2_kg.4__1990__AT2G39110.1	Bra005062.1-P	Bo4g026700.1	AT2G39110.1
AT2G39120	2:16321721-16322957:+	scaffold_402655.1,scaffold_9200010.1	Bra017089.1-P	NA	AT2G39120.1
AT2G39130	2:16322956-16327312:-	Al_scaffold_0004_2488	NA	NA	AT2G39130.2
AT2G39140	2:16330129-16333405:+	fgenesh2_kg.4__1993__AT2G39140.1	NA	NA	AT2G39140.1
AT2G39170	2:16334546-16336297:-	fgenesh2_kg.4__1995__AT2G39170.1	NA	NA	AT2G39170.1
AT2G39180	2:16344151-16346769:-	fgenesh2_kg.4__1996__AT2G39180.1	NA	NA	AT2G39180.1
AT2G39190	2:16349968-16356097:+	scaffold_402660.1	Bra000120.1-P	NA	AT2G39190.2
AT2G39200	2:16356041-16359943:-	scaffold_402661.1	Bra000122.1-P	Bo3g034160.1,Bo3g034180.1,Bo3g034150.1	AT2G39200.1
AT2G39210	2:16366102-16368570:-	Al_scaffold_0004_2495	Bra000124.1-P	Bo3g034200.1	AT2G39210.1
AT2G39220	2:16374881-16377168:-	scaffold_402664.1	Bra000125.1-P	Bo3g034210.1	AT2G39220.1
AT2G39230	2:16381565-16384730:+	scaffold_402665.1	NA	NA	AT2G39230.1
AT2G39240	2:16384786-16388502:-	fgenesh1_pm.C_scaffold_4001672	NA	NA	AT2G39240.1
AT2G39250	2:16388691-16391176:-	fgenesh1_pm.C_scaffold_4001673	NA	NA	AT2G39250.1
AT2G39260	2:16391924-16399812:-	scaffold_402668.1	NA	NA	AT2G39260.1
AT2G39270	2:16399969-16401671:+	fgenesh2_kg.4__2006__AT2G39270.1	NA	Bo4g026640.1	AT2G39270.1
AT2G39280	2:16401526-16406886:-	fgenesh2_kg.4__2007__AT2G39280.1	NA	NA	AT2G39280.2
AT2G39290	2:16407135-16409156:+	Al_scaffold_0004_2504	NA	NA	AT2G39290.1
AT2G39300	2:16409539-16413874:-	fgenesh2_kg.4__2009__AT2G39300.1	NA	NA	AT2G39300.1
AT2G39310	2:16414034-16416845:-	fgenesh2_kg.4__2010__AT2G39310.1	NA	NA	AT2G39310.4
AT2G39330	2:16419483-16422158:-	fgenesh2_kg.4__2013__AT2G39330.1	NA	NA	AT2G39330.2
AT2G39340	2:16423541-16430108:+	scaffold_402678.1	Bra005052.1-P	Bo4g026550.1	AT2G39340.1
AT2G39350	2:16430085-16432751:-	fgenesh2_kg.4__2015__AT2G39350.1	Bra005049.1-P,Bra005048.1-P	Bo4g026540.1	AT2G39350.1
AT2G39360	2:16437338-16440544:-	scaffold_402681.1	NA	NA	AT2G39360.1
AT2G39370	2:16443996-16445408:-	NA	NA	Bo4g188120.1	AT2G39370.1
AT2G39380	2:16447006-16449083:-	fgenesh2_kg.4__2017__AT2G39380.1	NA	NA	AT2G39380.1
AT2G39390	2:16450554-16451878:-	fgenesh2_kg.4__2018__AT2G39390.1	NA	NA	AT2G39390.1
AT2G39400	2:16452612-16455001:+	fgenesh2_kg.4__2019__AT2G39400.1	Bra017077.1-P	NA	AT2G39400.1
AT2G39410	2:16455569-16458363:+	Al_scaffold_0004_2518	NA	Bo4g188150.1	AT2G39410.2
AT2G39420	2:16460247-16463220:+	fgenesh2_kg.4__2021__AT2G39420.1	Bra017076.1-P,Bra000132.1-P	NA	AT2G39420.1
AT2G39430	2:16463347-16464531:+	fgenesh2_kg.4__2022__AT2G39430.1	Bra000133.1-P	NA	AT2G39430.1
AT2G39435	2:16464414-16467033:-	fgenesh1_pm.C_scaffold_4001687	NA	NA	AT2G39435.3
AT2G39440	2:16467830-16469628:-	NA	Bra005041.1-P	Bo4g026410.1	AT2G39440.2
AT2G39445	2:16469779-16471274:-	NA	Bra005040.1-P	Bo4g026370.1	AT2G39445.1
AT2G39450	2:16471560-16474060:-	fgenesh2_kg.4__2026__AT2G39450.1	Bra005039.1-P	Bo4g026360.1	AT2G39450.1
AT2G39460	2:16474149-16476141:+	fgenesh1_pm.C_scaffold_4001690	Bra005038.1-P	Bo4g026350.1	AT2G39460.2
AT2G39470	2:16476198-16477843:+	fgenesh2_kg.4__2028__AT2G39470.2	Bra005037.1-P	Bo4g026340.1	AT2G39470.1
AT2G39480	2:16477792-16485039:-	fgenesh2_kg.4__2031__AT2G39480.1	Bra005036.1-P	Bo4g026330.1	AT2G39480.1
AT2G39490	2:16486902-16488645:-	fgenesh2_kg.4__2032__AT2G39490.1	Bra005035.1-P	Bo4g026320.1	AT2G39490.1
AT2G39500	2:16489013-16490108:+	scaffold_402703.1	Bra005034.1-P	NA	AT2G39500.1
AT2G39510	2:16491143-16493343:-	fgenesh2_kg.4__2033__AT2G39510.1	Bra005033.1-P	Bo4g026300.1	AT2G39510.1
AT2G39518	2:16495819-16497145:-	NA	Bra005032.1-P	NA	AT2G39518.1
AT2G39530	2:16498364-16499524:-	scaffold_402706.1	Bra017065.1-P	NA	AT2G39530.1
AT2G39540	2:16500788-16501414:+	fgenesh2_kg.4__2036__AT2G39540.1	NA	NA	AT2G39540.1
AT2G39550	2:16501571-16504379:+	fgenesh1_pg.C_scaffold_4002077	NA	NA	AT2G39550.1
AT2G39560	2:16504838-16506150:-	fgenesh2_kg.4__2037__AT2G39560.1	Bra017064.1-P	NA	AT2G39560.1
AT2G39570	2:16507882-16510264:+	fgenesh2_kg.4__2038__AT2G39570.1	Bra017063.1-P	NA	AT2G39570.1
AT2G39580	2:16510273-16517200:+	fgenesh2_kg.4__2039__AT2G39580.1	NA	NA	AT2G39580.2
AT2G39590	2:16517588-16518247:-	Al_scaffold_0004_2538	NA	NA	AT2G39590.1
AT2G39620	2:16518890-16521544:-	fgenesh2_kg.4__2041__AT2G39620.1	NA	NA	AT2G39620.1
AT2G39630	2:16521736-16524783:-	fgenesh2_kg.4__2043__AT2G39630.1	NA	NA	AT2G39630.1
AT2G39640	2:16525086-16527038:-	fgenesh1_pm.C_scaffold_4001705	Bra005028.1-P	NA	AT2G39640.1
AT2G39650	2:16527730-16529494:-	scaffold_402715.1	Bra000140.1-P	NA	AT2G39650.1
AT2G39660	2:16531527-16533986:+	fgenesh2_kg.4__2046__AT2G39660.1	Bra005027.1-P	Bo4g026050.1	AT2G39660.1
AT2G39670	2:16534175-16537318:+	fgenesh2_kg.4__2048__AT2G39670.2	NA	NA	AT2G39670.2
AT2G39690	2:16540927-16543411:+	fgenesh2_kg.4__2049__AT2G39690.2	Bra017060.1-P	Bo4g188380.1	AT2G39690.5
AT2G39700	2:16543832-16545746:-	fgenesh2_kg.4__2051__AT2G39700.1	Bra017059.1-P,Bra005025.1-P	Bo4g188390.1,Bo4g026030.1	AT2G39700.1
AT2G39705	2:16556801-16558268:+	fgenesh2_kg.4__2052__AT2G39705.1	Bra005022.1-P,Bra017058.1-P	Bo4g188400.1,Bo4g025960.1	AT2G39705.1
AT2G39710	2:16561788-16563441:-	fgenesh2_kg.4__2053__AT2G39710.1	Bra017057.1-P,Bra005021.1-P	Bo4g188430.1,Bo4g025950.1	AT2G39710.1
AT2G39720	2:16566586-16568960:-	scaffold_402724.1	Bra005020.1-P	Bo4g188440.1,Bo4g025940.1	AT2G39720.2
AT2G39725	2:16569430-16570748:+	fgenesh2_kg.4__2056__AT2G39725.1	Bra017056.1-P	Bo4g188450.1	AT2G39725.1
AT2G39730	2:16570746-16573692:-	fgenesh2_kg.4__2058__AT2G39730.1	Bra017055.1-P	Bo4g188460.1	AT2G39730.1
AT2G39740	2:16575752-16579120:+	fgenesh1_pm.C_scaffold_4001716	Bra017054.1-P	Bo4g188470.1	AT2G39740.1
AT2G39750	2:16578824-16582436:-	fgenesh2_kg.4__2061__AT2G39750.1	Bra000145.1-P	Bo3g034430.1	AT2G39750.1
AT2G39760	2:16583003-16586260:+	scaffold_402729.1	Bra017053.1-P,Bra000147.1-P	Bo4g188480.1,Bo3g034440.1	AT2G39760.1
AT2G39770	2:16588556-16591032:+	fgenesh2_kg.4__2064__AT2G39770.1	NA	NA	AT2G39770.1
AT2G39780	2:16591117-16593775:+	scaffold_402732.1	NA	NA	AT2G39780.1
AT2G39782	2:16594037-16594516:-	fgenesh2_kg.4__2067__AT2G39782.1	NA	NA	AT2G39782.1
AT2G39790	2:16594833-16595800:+	fgenesh1_pg.C_scaffold_4002102	NA	NA	AT2G39790.1
AT2G39795	2:16596838-16598162:+	scaffold_402739.1	NA	NA	AT2G39795.1
AT2G39800	2:16598072-16603319:-	fgenesh2_kg.4__2072__AT2G39800.1	NA	NA	AT2G39800.1
AT2G39805	2:16609797-16612554:-	scaffold_402741.1	NA	NA	AT2G39805.2
AT2G39810	2:16612777-16618122:+	scaffold_402742.1	NA	NA	AT2G39810.1
AT2G39820	2:16618226-16619750:+	Al_scaffold_0004_2566	NA	NA	AT2G39820.1
AT2G39830	2:16619743-16624150:-	fgenesh1_pm.C_scaffold_4001729	NA	Bo4g025850.1	AT2G39830.2
